GBS.V4names,TAXA,GBS.V3names,LegacySNPsSimulatedPhenotypeNames,WGSnames,FAKEPHENO
PI535916:250032284,PI369442,PI535916.81FE8ABXX.4.D5,NA,#N/A,1
NSL437966:250034990,Ames23478,NSL437966.81FENABXX.4.F11,NA,#N/A,1
PI550553:250032301,PI601572,PI550553.81FE8ABXX.4.E1,NA,#N/A,1
NSL437928:250035234,NSL437973,NSL437928.81FENABXX.6.F1,NA,#N/A,1
Ames23396:250032391,PI601377,Ames23396.81FE8ABXX.5.B4,NA,#N/A,1
Ames24737:250032445,EP60,Ames24737.81FE8ABXX.5.F6,NA,#N/A,1
PI594076:250033586,Ames26118,PI594076.81N4HABXX.6.F4,NA,#N/A,1
PI531511:250031635,NSL30871,PI531511.81FE7ABXX.6.C2,NA,#N/A,1
Ames23457:250032518,PI358533,Ames23457.81FE8ABXX.6.B4,NA,#N/A,1
PI550532:250032339,Ames24723,PI550532.81FE8ABXX.4.H3,NA,#N/A,1
Ames26744:250031397,PI233321,Ames26744.81FE7ABXX.4.D8,NA,#N/A,1
Ames22053:250034856,PI601441,Ames22053.81FENABXX.3.F4,NA,#N/A,1
Ames22067:250032415,Ames23433,Ames22067.81FE8ABXX.5.D10,NA,#N/A,1
PI358527:250031281,PI634214,PI358527.81FE7ABXX.3.B7,NA,#N/A,1
Ames22058:250034805,EP83,Ames22058.81FENABXX.3.B8,NA,#N/A,1
PI594071:250031914,PI358539,PI594071.81FE8ABXX.1.B5,NA,#N/A,1
PI415078:250034626,PI639501,PI415078.81FENABXX.7.H4,NA,#N/A,1
Ames28366:250033840,Ames27142,Ames28366.81FENABXX.1.F4,NA,#N/A,1
Ames12725:250034925,PI369439,Ames12725.81FENABXX.4.A10,NA,#N/A,1
Ames22046:250031378,PI644101,Ames22046.81FE7ABXX.4.B10,NA,#N/A,1
NA,PI601324,EP77.633Y5AAXX.5.D10,NA,#N/A,NA
PI550492:250033082,Ames28937,PI550492.81N4HABXX.2.F8,NA,#N/A,1
PI236997:250035256,PI601458,PI236997.81FENABXX.6.G11,NA,#N/A,1
NA,PI583847,ND246.8042MABXX.3.F6,NA,#N/A,NA
NSL437936:250035175,Ames26789,NSL437936.81FENABXX.6.A2,NA,#N/A,1
NSL42806:250033665,PI601775,NSL42806.81N4HABXX.7.B11,NA,#N/A,1
NSL32729:250032285,PI358526,NSL32729.81FE8ABXX.4.D7,NA,#N/A,1
PI358529:250034685,EZ49,PI358529.81FENABXX.2.C4,NA,#N/A,1
NSL437910:250034992,PI601689,NSL437910.81FENABXX.4.G1,NA,#N/A,1
NA,NSL53081,IDS28.8042MABXX.2.B11,NA,#N/A,NA
NA,PI358534,NC236.8042MABXX.4.B5,NA,#N/A,NA
PI596506:250033690,Ames23923,PI596506.81N4HABXX.7.A7,NA,#N/A,1
NA,Ames22026,Ames27208.D0D0BACXX.3.F6,NA,#N/A,NA
NA,PI639505,Ames27214.D0D0BACXX.3.A4,NA,#N/A,NA
PI550468:250035136,PI517973,PI550468.81FENABXX.5.H6,NA,#N/A,1
Ames24745:250032439,NSL438002,Ames24745.81FE8ABXX.5.E12,NA,#N/A,1
PI406116:250032814,Ames24729,PI406116.81FE8ABXX.7.E6,NA,#N/A,1
PI594067:250031910,NSL30063,PI594067.81FE8ABXX.1.A4,NA,#N/A,1
Ames28364:250034701,PI561695,Ames28364.81FENABXX.2.D10,NA,#N/A,1
Ames22794:250034747,Ames22012,Ames22794.81FENABXX.2.G10,NA,#N/A,1
PI303936:250031312,PI550559,PI303936.81FE7ABXX.3.G4,NA,#N/A,1
Ames27041:250035261,PI601725,Ames27041.81FENABXX.6.H4,NA,#N/A,1
NA,NSL243016,NC260.8042MABXX.3.A4,NA,#N/A,NA
NA,Ames27210,Ames30870.D0D0BACXX.4.A1,NA,#N/A,NA
PI433485:250032132,L690,PI433485.81FE8ABXX.3.A11,NA,#N/A,1
Ames28365:250034588,NSL42808,Ames28365.81FENABXX.7.E2,NA,#N/A,1
NSL437891:250031310,Ames28420,NSL437891.81FE7ABXX.3.G2,NA,#N/A,1
NA,PI358532,EZ3.633Y5AAXX.5.C6,NA,#N/A,NA
PI391414:250032062,Ames19003,PI391414.81FE8ABXX.2.F4,NA,#N/A,1
NA,PI369437,PI651544.D0D0BACXX.3.G1,NA,#N/A,NA
CIze127:250031032,PI553056,CIze127.81FE7ABXX.1.E2,NA,#N/A,1
NA,EZ46,PI639500.D0D0BACXX.4.H1,NA,#N/A,NA
NSL437895:250035109,Ames28412,NSL437895.81FENABXX.5.F3,NA,#N/A,1
NSL67792:250031268,PI517971,NSL67792.81FE7ABXX.3.D5,NA,#N/A,1
PI257511:250032153,NSL32723,PI257511.81FE8ABXX.3.C12,NA,#N/A,1
Ames19014:250033702,PI614142,Ames19014.81N4HABXX.7.E5,NA,#N/A,1
NA,PI539922,PI639037.D0D0BACXX.4.E4,NA,#N/A,NA
NA,NSL437962,KY226.8042MABXX.4.B9,NA,#N/A,NA
PI536520:250031883,NSL32738,PI536520.81FE8ABXX.1.B4,NA,#N/A,1
Ames2330:250033592,Ames2338,Ames2330.81N4HABXX.6.F10,NA,#N/A,1
NA,Ames22061,PI639499.D0D0BACXX.4.D3,NA,#N/A,NA
PI607522:250032142,PI558525,PI607522.81FE8ABXX.3.B12,NA,#N/A,1
NA,PI257516,EP65.633Y5AAXX.5.F3,NA,#N/A,NA
Ames26764:250031242,Ames27199,Ames26764.81FE7ABXX.3.A10,NA,#N/A,1
NA,Ames28936,PI639498.D0D0BACXX.4.B3,NA,#N/A,NA
Ames28421:250030990,PI553057,Ames28421.81FE7ABXX.1.A12,NA,#N/A,1
PI520770:250032384,Ames24707,PI520770.81FE8ABXX.5.A8,NA,#N/A,1
NSL30879:250033849,PI270297,NSL30879.81FENABXX.1.G1,NA,#N/A,1
PI550571:250035208,PI535925,PI550571.81FENABXX.6.D9,NA,#N/A,1
PI358537:250034720,GT602,PI358537.81FENABXX.2.E7,NA,#N/A,1
NA,NSL30895,Ames27216.D0D0BACXX.4.E1,NA,#N/A,NA
Ames19009:250033582,Ames30865,Ames19009.81N4HABXX.6.E12,NA,#N/A,1
PI433486:250035238,NSL32736,PI433486.81FENABXX.6.F5,NA,#N/A,1
PI267165:250035185,CML484,PI267165.81FENABXX.6.B4,NA,#N/A,1
NSL30873:250034753,NSL28967,NSL30873.81FENABXX.2.H4,NA,#N/A,1
Ames23424:250032464,PI550541,Ames23424.81FE8ABXX.5.H1,NA,#N/A,1
PI358536:250033844,NSL438013,PI358536.81FENABXX.1.F8,NA,#N/A,1
Ames22036:250034583,PI303932,Ames22036.81FENABXX.7.B7,NA,#N/A,1
PI601495:250033811,Ames26135,PI601495.81FENABXX.1.D9,NA,#N/A,1
NSL42804:250033732,PI601172,NSL42804.81N4HABXX.7.G11,NA,#N/A,1
NA,NSL32731,D940Y.8042MABXX.3.D12,NA,#N/A,NA
Ames23435:250032453,PI601786,Ames23435.81FE8ABXX.5.G2,NA,#N/A,1
NA,NSL32735,N7A.8042MABXX.3.H9,NA,#N/A,NA
PI524970:250032455,EP73,PI524970.81FE8ABXX.5.G4,NA,#N/A,1
NA,PI550489,EZ59.633Y5AAXX.5.G7,NA,#N/A,NA
NSL42807:250033822,PI607524,NSL42807.81FENABXX.1.C1,NA,#N/A,1
NA,PI639925,Ames30867.D0D0BACXX.4.H11,NA,#N/A,NA
PI648424:250033551,Ames28419,PI648424.81N4HABXX.6.D1,NA,#N/A,1
NA,NSL438042,Mp04.97.81N4HABXX.2.B3,NA,#N/A,NA
PI558523:250035095,PI546485,PI558523.81FENABXX.5.E1,NA,#N/A,1
NA,Ames28935,PI639039.D0D0BACXX.4.E5,NA,#N/A,NA
NSL30876:250033813,NSL30877,NSL30876.81FENABXX.1.D11,NA,#N/A,1
NA,Ames23499,EZ24.633Y5AAXX.5.C11,NA,#N/A,NA
CIze3:250031164,PI601230,CIze3.81FE7ABXX.2.E7,NA,#N/A,1
PI601685:250031428,Ames26772,PI601685.81FE7ABXX.4.F5,NA,#N/A,1
Ames22793:250034872,NSL438008,Ames22793.81FENABXX.3.G8,NA,#N/A,1
PI535901:250032317,PI639038,PI535901.81FE8ABXX.4.F5,NA,#N/A,1
NA,Ames22442,EZ53.633Y5AAXX.5.F7,NA,#N/A,NA
NSL438022:250031166,PI415085,NSL438022.81FE7ABXX.2.E9,NA,#N/A,1
PI369442:250035263,NSL29303,PI369442.81FENABXX.6.H6,NA,#N/A,1
Ames23478:250032592,Ames23399,Ames23478.81FE8ABXX.6.H2,NA,#N/A,1
PI601572:250033785,NSL437971,PI601572.81FENABXX.1.B1,NA,#N/A,1
NSL437973:250031322,NSL67790,NSL437973.81FE7ABXX.3.H2,NA,#N/A,1
PI601377:250033866,NSL32727,PI601377.81FENABXX.1.H6,NA,#N/A,1
NA,PI267168,EP60.633Y5AAXX.5.D12,NA,#N/A,NA
Ames26118:250035054,NSL67788,Ames26118.81FENABXX.5.A12,NA,#N/A,1
NSL30871:250033841,Ames19006,NSL30871.81FENABXX.1.F5,NA,#N/A,1
PI358533:250031263,NSL437981,PI358533.81FE7ABXX.3.C11,NA,#N/A,1
Ames24723:250032269,NSL32725,Ames24723.81FE8ABXX.4.B12,NA,#N/A,1
PI233321:250032307,Ames2329,PI233321.81FE8ABXX.4.E7,NA,#N/A,1
PI601441:250031013,Ames24749,PI601441.81FE7ABXX.1.D3,NA,#N/A,1
Ames23433:250032537,NSL438023,Ames23433.81FE8ABXX.6.D3,NA,#N/A,1
PI634214:250033824,PI601004,PI634214.81FENABXX.1.D6,NA,#N/A,1
NA,Ames27198,EP83.633Y5AAXX.5.H12,NA,#N/A,NA
PI358539:250031395,Ames23414,PI358539.81FE7ABXX.4.D5,NA,#N/A,1
NA,NSL30898,PI639501.D0D0BACXX.4.B7,NA,#N/A,NA
Ames27142:250033692,GA224,Ames27142.81FENABXX.1.A12,NA,#N/A,1
PI369439:250032183,PI596504,PI369439.81FE8ABXX.3.E10,NA,#N/A,1
PI644101:250031192,NSL42873,PI644101.81FE7ABXX.2.G11,NA,#N/A,1
PI601324:250032033,PI358525,PI601324.81FE8ABXX.2.D9,NA,#N/A,1
Ames28937:250034991,PI415081,Ames28937.81FENABXX.4.F12,NA,#N/A,1
PI601458:250031890,Ames26022,PI601458.81FE8ABXX.1.C3,NA,#N/A,1
PI583847:250031066,NSL30878,PI583847.81FE7ABXX.1.G12,NA,#N/A,1
Ames26789:250031618,PI642763,Ames26789.81FE7ABXX.6.A1,NA,#N/A,1
PI601775:250033835,PI548801,PI601775.81FENABXX.1.E11,NA,#N/A,1
PI358526:250034843,NSL30073,PI358526.81FENABXX.3.E3,NA,#N/A,1
NA,NSL30896,SD44.8042MABXX.3.G4,NA,#N/A,NA
NA,PI257512,EZ49.633Y5AAXX.5.B7,NA,#N/A,NA
PI601689:250034708,PI303933,PI601689.81FENABXX.2.B5,NA,#N/A,1
NA,EZ50,NSL53081.D0D0BACXX.4.G5,NA,#N/A,NA
PI358534:250034713,GE180,PI358534.81FENABXX.2.D6,NA,#N/A,1
Ames23923:250032012,Ames27212,Ames23923.81FE8ABXX.2.B9,NA,#N/A,1
Ames22026:250031186,NSL81600,Ames22026.81FE7ABXX.2.G5,NA,#N/A,1
NA,Ames26115,PI639505.D0D0BACXX.4.A4,NA,#N/A,NA
PI517973:250034947,NSL30874,PI517973.81FENABXX.4.C12,NA,#N/A,1
NSL438002:250034987,NSL30884,NSL438002.81FENABXX.4.F8,NA,#N/A,1
Ames24729:250033552,PI639044,Ames24729.81N4HABXX.6.D2,NA,#N/A,1
NSL30063:250034801,PI550491,NSL30063.81FENABXX.3.B1,NA,#N/A,1
PI561695:250034735,Ames28947,PI561695.81FENABXX.2.F10,NA,#N/A,1
Ames22012:250031078,Ames23493,Ames22012.81FE7ABXX.1.H12,NA,#N/A,1
NA,Ames27031,B79.8042MABXX.4.A6,NA,#N/A,NA
NA,PI601007,NC346.8042MABXX.4.G8,NA,#N/A,NA
NA,PI267171,Mo17.8042MABXX.4.H1,NA,#N/A,NA
PI550559:250031773,PI221788,PI550559.81FE7ABXX.7.D1,NA,#N/A,1
PI601725:250033600,Ames23446,PI601725.81N4HABXX.6.G6,NA,#N/A,1
NSL243016:250033579,PI547087,NSL243016.81N4HABXX.6.E9,NA,#N/A,1
NA,Ames24727,Ames27210.D0D0BACXX.3.E9,NA,#N/A,NA
L690:250032898,PI561533,L690.81N4HABXX.1.B3,NA,#N/A,1
NSL42808:250031328,EZ19,NSL42808.81FE7ABXX.3.H8,NA,#N/A,1
Ames28420:250031283,PI639046,Ames28420.81FE7ABXX.3.D4,NA,#N/A,1
PI358532:250033411,EP72,PI358532.81N4HABXX.5.B11,NA,#N/A,1
Ames19003:250033145,PI267164,Ames19003.81N4HABXX.3.A6,NA,#N/A,1
NA,PI639502,DE811.8042MABXX.4.G1,NA,#N/A,NA
PI369437:250032162,Ames24718,PI369437.81FE8ABXX.3.D11,NA,#N/A,1
PI553056:250031329,PI550496,PI553056.81FE7ABXX.3.H9,NA,#N/A,1
NA,Ames23496,EZ46.633Y5AAXX.5.F11,NA,#N/A,NA
Ames28412:250031628,Ames23392,Ames28412.81FE7ABXX.6.B3,NA,#N/A,1
PI517971:250032940,PI186215,PI517971.81N4HABXX.1.E5,NA,#N/A,1
NSL32723:250032220,PI639041,NSL32723.81FE8ABXX.3.H11,NA,#N/A,1
NA,PI550527,PI614142.D0D0BACXX.4.G2,NA,#N/A,NA
PI539922:250031430,NSL30060,PI539922.81FE7ABXX.4.F7,NA,#N/A,1
NSL437962:250030995,Ames26443,NSL437962.81FE7ABXX.1.B8,NA,#N/A,1
NSL32738:250032265,PI267167,NSL32738.81FE8ABXX.4.B8,NA,#N/A,1
Ames2338:250033662,Ames22032,Ames2338.81N4HABXX.7.B8,NA,#N/A,1
Ames22061:250034883,PI303927,Ames22061.81FENABXX.3.H7,NA,#N/A,1
PI558525:250032818,NSL438019,PI558525.81FE8ABXX.7.E10,NA,#N/A,1
PI257516:250035244,Ames20120,PI257516.81FENABXX.6.F11,NA,#N/A,1
NA,PI600729,Ames27199.D0D0BACXX.3.D3,NA,#N/A,NA
Ames28936:250034956,PI561528,Ames28936.81FENABXX.4.D11,NA,#N/A,1
PI553057:250031526,Ames23431,PI553057.81FE7ABXX.5.D10,NA,#N/A,1
Ames24707:250034758,PI561518,Ames24707.81FENABXX.2.H9,NA,#N/A,1
PI270297:250031147,EP81,PI270297.81FE7ABXX.2.D12,NA,#N/A,1
PI535925:250035194,PI391662,PI535925.81FENABXX.6.C5,NA,#N/A,1
GT602:250032322,Tx204,GT602.81FE8ABXX.4.F10,NA,#N/A,1
NSL30895:250033816,Ames26741,NSL30895.81FENABXX.1.A5,NA,#N/A,1
NA,PI634211,Ames30865.D0D0BACXX.4.H9,NA,#N/A,NA
NSL32736:250035212,Ames27048,NSL32736.81FENABXX.6.A4,NA,#N/A,1
NA,Ames26774,MoG.8042MABXX.3.A1,NA,#N/A,NA
CML484:250033189,PI548808,CML484.81N4HABXX.3.D6,NA,#N/A,1
NSL28967:250033491,PI358531,NSL28967.81N4HABXX.5.H12,NA,#N/A,1
PI550541:250032139,PI639045,PI550541.81FE8ABXX.3.B9,NA,#N/A,1
NSL438013:250031065,Ames23464,NSL438013.81FE7ABXX.1.G11,NA,#N/A,1
PI303932:250031932,PI642767,PI303932.81FE8ABXX.1.F1,NA,#N/A,1
NA,PI587126,CI91B.8042MABXX.4.A10,NA,#N/A,NA
Ames26135:250035082,PI601562,Ames26135.81FENABXX.5.D10,NA,#N/A,1
PI601172:250035080,PI405707,PI601172.81FENABXX.5.D8,NA,#N/A,1
NSL32731:250035189,Ames23423,NSL32731.81FENABXX.6.B11,NA,#N/A,1
NA,Ames23421,C103.8042MABXX.2.C12,NA,#N/A,NA
PI601786:250031411,PI597925,PI601786.81FE7ABXX.4.D6,NA,#N/A,1
NSL32735:250035205,Ames19019,NSL32735.81FENABXX.6.D5,NA,#N/A,1
NA,PI601583,EP73.633Y5AAXX.5.C4,NA,#N/A,NA
PI550489:250032315,NSL437980,PI550489.81FE8ABXX.4.F3,NA,#N/A,1
PI607524:250032195,EP43,PI607524.81FE8ABXX.3.F10,NA,#N/A,1
PI639925:250033292,PI596627,PI639925.81N4HABXX.4.C8,NA,#N/A,1
Ames28419:250034961,Ames8397,Ames28419.81FENABXX.4.A9,NA,#N/A,1
NSL438042:250031117,Ames30791,NSL438042.81FE7ABXX.2.A12,NA,#N/A,1
NA,PI601774,PI546485.D0D0BACXX.3.H8,NA,#N/A,NA
Ames28935:250031036,PI303930,Ames28935.81FE7ABXX.1.E6,NA,#N/A,1
NSL30877:250031579,PI584529,NSL30877.81FE7ABXX.5.H5,NA,#N/A,1
Ames23499:250034817,Ames23460,Ames23499.81FENABXX.3.C9,NA,#N/A,1
PI601230:250032958,PI634206,PI601230.81N4HABXX.1.F11,NA,#N/A,1
Ames26772:250031327,Ames28426,Ames26772.81FE7ABXX.3.H7,NA,#N/A,1
NSL438008:250031075,PI358523,NSL438008.81FE7ABXX.1.H9,NA,#N/A,1
NA,PI639055,PI639038.D0D0BACXX.4.E8,NA,#N/A,NA
Ames22442:250032551,Ames27047,Ames22442.81FE8ABXX.6.B7,NA,#N/A,1
PI415085:250032513,SC212M,PI415085.81FE8ABXX.6.A11,NA,#N/A,1
NSL29303:250031648,NSL30885,NSL29303.81FE7ABXX.6.D3,NA,#N/A,1
Ames23399:250033163,Ames24708,Ames23399.81N4HABXX.3.C6,NA,#N/A,1
NSL437971:250034940,PI596501,NSL437971.81FENABXX.4.C5,NA,#N/A,1
NSL67790:250035135,PI639503,NSL67790.81FENABXX.5.H5,NA,#N/A,1
NSL32727:250035241,Ames12737,NSL32727.81FENABXX.6.F8,NA,#N/A,1
PI267168:250035211,NSL22632,PI267168.81FENABXX.6.D12,NA,#N/A,1
NSL67788:250035007,Ames27017,NSL67788.81FENABXX.4.H4,NA,#N/A,1
Ames19006:250031408,Ames24743,Ames19006.81FE7ABXX.4.B7,NA,#N/A,1
NSL437981:250034988,Ames24709,NSL437981.81FENABXX.4.F9,NA,#N/A,1
NA,Ames28954,NSL32725.D0D0BACXX.3.G2,NA,#N/A,NA
Ames2329:250031666,PI561537,Ames2329.81FE7ABXX.6.E1,NA,#N/A,1
NA,PI592735,NC362.8042MABXX.4.F12,NA,#N/A,NA
Ames24749:250034839,PI257507,Ames24749.81FENABXX.3.D4,NA,#N/A,1
NSL438023:250034852,Ames27117,NSL438023.81FENABXX.3.E12,NA,#N/A,1
PI601004:250033532,EP10,PI601004.81N4HABXX.6.B2,NA,#N/A,1
NA,PI391665,Ames27198.D0D0BACXX.3.H1,NA,#N/A,NA
Ames23414:250032557,PI358522,Ames23414.81FE8ABXX.6.E3,NA,#N/A,1
NSL30898:250031405,Ames27152,NSL30898.81FE7ABXX.4.A9,NA,#N/A,1
GA224:250032973,PI303929,GA224.81N4HABXX.1.H2,NA,#N/A,1
PI596504:250034699,NSL117226,PI596504.81FENABXX.2.D8,NA,#N/A,1
NSL42873:250031927,Ames26795,NSL42873.81FE8ABXX.1.E8,NA,#N/A,1
PI358525:250032560,Ames30869,PI358525.81FE8ABXX.6.E6,NA,#N/A,1
PI415081:250032270,Ames28940,PI415081.81FE8ABXX.4.C2,NA,#N/A,1
Ames26022:250033814,PI608778,Ames26022.81FENABXX.1.D12,NA,#N/A,1
NSL30878:250031427,PI535917,NSL30878.81FE7ABXX.4.F4,NA,#N/A,1
NA,PI340837,PI642763.D0D0BACXX.3.F11,NA,#N/A,NA
NA,EP42,PI548801.D0D0BACXX.3.A6,NA,#N/A,NA
NSL30073:250031407,Ames28945,NSL30073.81FE7ABXX.4.B6,NA,#N/A,1
NSL30896:250033826,PI593015,NSL30896.81FENABXX.1.E2,NA,#N/A,1
PI257512:250035214,PI553062,PI257512.81FENABXX.6.A7,NA,#N/A,1
PI303933:250032531,PI303928,PI303933.81FE8ABXX.6.C9,NA,#N/A,1
NA,Ames22766,EZ50.633Y5AAXX.5.C7,NA,#N/A,NA
GE180:250032267,NSL30905,GE180.81FE8ABXX.4.B10,NA,#N/A,1
NA,PI340874,Ames27212.D0D0BACXX.3.H2,NA,#N/A,NA
NA,PI405709,NC262.8042MABXX.2.D4,NA,#N/A,NA
NSL81600:250034831,PI546482,NSL81600.81FENABXX.3.A4,NA,#N/A,1
Ames26115:250035120,ECU_770b,Ames26115.81FENABXX.5.G2,NA,#N/A,1
NSL30874:250033861,Ames10254,NSL30874.81FENABXX.1.H1,NA,#N/A,1
NSL30884:250033825,PI538235,NSL30884.81FENABXX.1.E1,NA,#N/A,1
NA,PI415082,Ki44.8042MABXX.4.B4,NA,#N/A,NA
NA,Ames22765,PI639044.D0D0BACXX.4.G12,NA,#N/A,NA
PI550491:250035227,PI587153,PI550491.81FENABXX.6.E6,NA,#N/A,1
Ames28947:250035142,Ames26790,Ames28947.81FENABXX.5.H12,NA,#N/A,1
Ames23493:250033720,PI607384,Ames23493.81N4HABXX.7.F11,NA,#N/A,1
Ames27031:250035268,PI358521,Ames27031.81FENABXX.6.H11,NA,#N/A,1
PI601007:250032260,PI601726,PI601007.81FE8ABXX.4.A12,NA,#N/A,1
NA,Ames27119,E2558W.8042MABXX.4.E10,NA,#N/A,NA
PI267171:250035250,Ames2326,PI267171.81FENABXX.6.G5,NA,#N/A,1
PI221788:250031423,NSL438029,PI221788.81FE7ABXX.4.E12,NA,#N/A,1
Ames23446:250032437,BAI_IIId,Ames23446.81FE8ABXX.5.E10,NA,#N/A,1
NA,Ames28416,PI547087.D0D0BACXX.3.G5,NA,#N/A,NA
Ames24727:250032402,PI509542,Ames24727.81FE8ABXX.5.C7,NA,#N/A,1
PI561533:250033229,Ames26793,PI561533.81N4HABXX.3.H4,NA,#N/A,1
NA,Ames20137,EZ19.633Y5AAXX.5.B11,NA,#N/A,NA
NA,Ames25179,H105W.8042MABXX.3.C3,NA,#N/A,NA
NA,PI558522,PI639046.D0D0BACXX.4.H4,NA,#N/A,NA
NA,EP52,EP72.633Y5AAXX.5.H9,NA,#N/A,NA
PI267164:250032327,PI600957,PI267164.81FE8ABXX.4.G3,NA,#N/A,1
NA,NSL32719,PI639502.D0D0BACXX.4.B1,NA,#N/A,NA
Ames24718:250034760,Ames26122,Ames24718.81FENABXX.2.H11,NA,#N/A,1
PI550496:250031581,CIze40,PI550496.81FE7ABXX.5.H7,NA,#N/A,1
Ames23496:250034604,EZ33,Ames23496.81FENABXX.7.F6,NA,#N/A,1
Ames23392:250032393,PI542944,Ames23392.81FE8ABXX.5.B9,NA,#N/A,1
PI186215:250031371,Ames2333,PI186215.81FE7ABXX.4.A12,NA,#N/A,1
NA,Ames26123,PI639041.D0D0BACXX.4.D7,NA,#N/A,NA
PI550527:250033357,Ames27205,PI550527.81N4HABXX.4.H5,NA,#N/A,1
NSL30060:250031308,Ames24742,NSL30060.81FE7ABXX.3.F12,NA,#N/A,1
NA,NSL42877,Ames26443.D0D0BACXX.4.C8,NA,#N/A,NA
PI267167:250032549,NSL438032,PI267167.81FE8ABXX.6.B5,NA,#N/A,1
Ames22032:250031316,Ames27215,Ames22032.81FE7ABXX.3.G8,NA,#N/A,1
PI303927:250031267,Ames24730,PI303927.81FE7ABXX.3.D3,NA,#N/A,1
NSL438019:250034807,Ames28957,NSL438019.81FENABXX.3.B10,NA,#N/A,1
Ames20120:250031157,Ames19008,Ames20120.81FE7ABXX.2.D6,NA,#N/A,1
PI600729:250031458,Ames28415,PI600729.81FE7ABXX.4.H11,NA,#N/A,1
PI561528:250031746,Ames26780,PI561528.81FE7ABXX.7.A2,NA,#N/A,1
Ames23431:250032465,NSL438005,Ames23431.81FE8ABXX.5.H2,NA,#N/A,1
PI561518:250031745,NSL30863,PI561518.81FE7ABXX.7.A1,NA,#N/A,1
NA,Ames26114,EP81.633Y5AAXX.5.F10,NA,#N/A,NA
PI391662:250033781,Ames26775,PI391662.81FENABXX.1.A8,NA,#N/A,1
Tx204:250032767,PI531081,Tx204.81FE8ABXX.7.A11,NA,#N/A,1
Ames26741:250033839,Ames26484,Ames26741.81FENABXX.1.F3,NA,#N/A,1
PI634211:250033738,PI550503,PI634211.81N4HABXX.7.H5,NA,#N/A,1
Ames27048:250032326,NSL29282,Ames27048.81FE8ABXX.4.G2,NA,#N/A,1
Ames26774:250033529,NSL437988,Ames26774.81N4HABXX.6.A11,NA,#N/A,1
NA,PI415086,PI548808.D0D0BACXX.3.A12,NA,#N/A,NA
PI358531:250033549,Ames26121,PI358531.81N4HABXX.6.C11,NA,#N/A,1
NA,PI561522,PI639045.D0D0BACXX.4.D6,NA,#N/A,NA
Ames23464:250032533,PI535923,Ames23464.81FE8ABXX.6.C11,NA,#N/A,1
NA,CIze45,PI642767.D0D0BACXX.4.E4,NA,#N/A,NA
PI587126:250035254,PI340875,PI587126.81FENABXX.6.G9,NA,#N/A,1
PI601562:250034800,Ames26124,PI601562.81FENABXX.3.A12,NA,#N/A,1
PI405707:250035104,Ames26805,PI405707.81FENABXX.5.E10,NA,#N/A,1
Ames23423:250032440,PI596502,Ames23423.81FE8ABXX.5.F1,NA,#N/A,1
Ames23421:250032456,PI391667,Ames23421.81FE8ABXX.5.G5,NA,#N/A,1
PI597925:250031325,PI639056,PI597925.81FE7ABXX.3.H5,NA,#N/A,1
Ames19019:250033836,EP47,Ames19019.81FENABXX.1.E12,NA,#N/A,1
PI601583:250031392,EZ17,PI601583.81FE7ABXX.4.D1,NA,#N/A,1
NSL437980:250031245,MR22_,NSL437980.81FE7ABXX.3.B1,NA,#N/A,1
NA,Ames23480,EP43.633Y5AAXX.5.G2,NA,#N/A,NA
PI596627:250033155,NSL438009,PI596627.81N4HABXX.3.B9,NA,#N/A,1
Ames8397:250031568,PI639049,Ames8397.81FE7ABXX.5.G6,NA,#N/A,1
NA,PI596500,Ames30791.D0D0BACXX.3.A11,NA,#N/A,NA
PI601774:250033402,NSL43597,PI601774.81N4HABXX.5.A11,NA,#N/A,1
PI303930:250031319,PI550568,PI303930.81FE7ABXX.3.G11,NA,#N/A,1
PI584529:250035176,PI633727,PI584529.81FENABXX.6.A3,NA,#N/A,1
Ames23460:250034730,Ames26253,Ames23460.81FENABXX.2.F5,NA,#N/A,1
PI634206:250034710,NSL65862,PI634206.81FENABXX.2.B7,NA,#N/A,1
Ames28426:250035125,CIze90,Ames28426.81FENABXX.5.G7,NA,#N/A,1
PI358523:250032576,PI509046,PI358523.81FE8ABXX.6.F10,NA,#N/A,1
NA,CML324,PI639055.D0D0BACXX.4.B5,NA,#N/A,NA
Ames27047:250035221,Ames28948,Ames27047.81FENABXX.6.D6,NA,#N/A,1
NA,NSL30903,Il101.8042MABXX.3.F12,NA,#N/A,NA
SC212M:250031317,Ames23461,SC212M.81FE7ABXX.3.G9,NA,#N/A,1
NA,PI433487,Oh43.8042MABXX.4.G2,NA,#N/A,NA
NSL30885:250033669,PI257515,NSL30885.81N4HABXX.7.C4,NA,#N/A,1
Ames24708:250032562,PI257517,Ames24708.81FE8ABXX.6.E8,NA,#N/A,1
PI596501:250031262,NSL437983,PI596501.81FE7ABXX.3.C10,NA,#N/A,1
NA,NSL42805,PI639503.D0D0BACXX.4.G5,NA,#N/A,NA
Ames12737:250032770,PI634215,Ames12737.81FE8ABXX.7.B2,NA,#N/A,1
NSL22632:250035014,PI406122,NSL22632.81FENABXX.4.H11,NA,#N/A,1
Ames27017:250034866,PI601405,Ames27017.81FENABXX.3.G2,NA,#N/A,1
Ames24743:250032553,PI601329,Ames24743.81FE8ABXX.6.D4,NA,#N/A,1
Ames24709:250032528,NSL30864,Ames24709.81FE8ABXX.6.C6,NA,#N/A,1
Ames28954:250031287,Ames23426,Ames28954.81FE7ABXX.3.E3,NA,#N/A,1
