GBS.V4names,TAXA,GBS.V3names,LegacySNPsSimulatedPhenotypeNames,WGSnames,FAKEPHENO
PI601559:250031915,Ames27053,PI601559.81FE8ABXX.1.B6,NA,#N/A,1
NA,PI594086,Ames12816.D0D0BACXX.3.H9,NA,#N/A,NA
PI406119:250032829,EP2,PI406119.81FE8ABXX.7.F9,NA,#N/A,1
PI596356:250032396,NSL32721,PI596356.81FE8ABXX.5.B12,NA,#N/A,1
PI594080:250031961,Ames26767,PI594080.81FE8ABXX.1.H6,NA,#N/A,1
PI601376:250032467,Ames27057,PI601376.81FE8ABXX.5.H4,NA,#N/A,1
PI550900:250032083,NSL65863,PI550900.81FE8ABXX.2.H1,NA,#N/A,1
PI601439:250031195,PI651537,PI601439.81FE7ABXX.2.H2,NA,#N/A,1
PI531082:250034797,Ames12820,PI531082.81FENABXX.3.A8,NA,#N/A,1
PI594062:250033525,Ames23429,PI594062.81N4HABXX.6.A3,NA,#N/A,1
Ames23449:250032536,PI601320,Ames23449.81FE8ABXX.6.D2,NA,#N/A,1
Ames23476:250032381,Ames19292,Ames23476.81FE8ABXX.5.A2,NA,#N/A,1
PI601317:250033829,PI572413,PI601317.81FENABXX.1.E5,NA,#N/A,1
NA,Ames27218,PI651541.D0D0BACXX.3.C9,NA,#N/A,NA
PI594053:250033608,Ames23406,PI594053.81N4HABXX.6.H2,NA,#N/A,1
PI553054:250034729,PI651542,PI553054.81FENABXX.2.F4,NA,#N/A,1
NA,Tx205,PI406115.D0D0BACXX.4.E1,NA,#N/A,NA
NSL15405:250031431,NSL30888,NSL15405.81FE7ABXX.4.F8,NA,#N/A,1
Ames28291:250032807,Ames22792,Ames28291.81FE8ABXX.7.D4,NA,#N/A,1
NA,PI638550,PI554616.D0D0BACXX.3.E3,NA,#N/A,NA
PI594051:250031945,PI651540,PI594051.81FE8ABXX.1.G2,NA,#N/A,1
NA,Ames26815,Ames27204.D0D0BACXX.3.E2,NA,#N/A,NA
NA,PI597926,Ames24728.D0D0BACXX.3.G4,NA,#N/A,NA
NA,Ames27197,CH701.30.8042MABXX.2.E2,NA,#N/A,NA
NA,PI568160,WD.8042MABXX.2.G2,NA,#N/A,NA
PI607523:250032539,Ames28367,PI607523.81FE8ABXX.6.D7,NA,#N/A,1
NA,PI539923,NC366.8042MABXX.4.F6,NA,#N/A,NA
Ames24705:250032408,EP32,Ames24705.81FE8ABXX.5.D1,NA,#N/A,1
PI601612:250031380,PI594066,PI601612.81FE7ABXX.4.B12,NA,#N/A,1
Tx303:250030997,PI607519,Tx303.8042MABXX.3.A3,NA,#N/A,1
PI601362:250031285,Ames26909,PI601362.81FE7ABXX.3.E1,NA,#N/A,1
NSL32730:250032254,EP29,NSL32730.81FE8ABXX.4.A2,NA,#N/A,1
NA,Ames24710,PI639504.D0D0BACXX.4.F4,NA,#N/A,NA
NA,Ames27447,PI548800.D0D0BACXX.3.B6,NA,#N/A,NA
PI539859:250031801,PI638552,PI539859.81FE7ABXX.7.E9,NA,#N/A,1
Ames26766:250033479,PI592741,Ames26766.81N4HABXX.5.G12,NA,#N/A,1
NA,PI233320,NC364.8042MABXX.2.H7,NA,#N/A,NA
NA,Ames24713,EZ1.633Y5AAXX.5.G4,NA,#N/A,NA
Ames26773:250031015,Ames27207,Ames26773.81FE7ABXX.1.D7,NA,#N/A,1
PI594087:250031881,PI601565,PI594087.81FE8ABXX.1.B2,NA,#N/A,1
NSL30868:250032305,PI539872,NSL30868.81FE8ABXX.4.E5,NA,#N/A,1
NA,PI601374,GA209.8042MABXX.3.G2,NA,#N/A,NA
PI548788:250031799,Ames22040,PI548788.81FE7ABXX.7.E7,NA,#N/A,1
PI550462:250031535,PI659681,PI550462.81FE7ABXX.5.B7,NA,#N/A,1
NA,NSL29316,PI548802.D0D0BACXX.3.D9,NA,#N/A,NA
NSL28968:250034567,PI547086,NSL28968.81FENABXX.7.D1,NA,#N/A,1
Ames12821:250031934,Ames22441,Ames12821.81FE8ABXX.1.F3,NA,#N/A,1
PI594052:250031902,Ames26746,PI594052.81FE8ABXX.1.D3,NA,#N/A,1
PI547088:250031445,Ames12818,PI547088.81FE7ABXX.4.G10,NA,#N/A,1
Ames26798:250031326,PI531510,Ames26798.81FE7ABXX.3.H6,NA,#N/A,1
NA,PI233316,PI544065.D0D0BACXX.3.E8,NA,#N/A,NA
PI601787:250031937,PI594083,PI601787.81FE8ABXX.1.F6,NA,#N/A,1
NSL30046:250035132,Ames27450,NSL30046.81FENABXX.5.H2,NA,#N/A,1
Ames27019:250032438,Ames23459,Ames27019.81FE8ABXX.5.E11,NA,#N/A,1
Ames23502:250032598,PI548805,Ames23502.81FE8ABXX.6.H8,NA,#N/A,1
Ames27049:250035190,Ames23394,Ames27049.81FENABXX.6.B12,NA,#N/A,1
NA,PI594090,EP57.633Y5AAXX.5.F9,NA,#N/A,NA
Ames26802:250033803,PI601782,Ames26802.81FENABXX.1.C11,NA,#N/A,1
Ames27053:250032316,Ames12824,Ames27053.81FE8ABXX.4.F4,NA,#N/A,1
PI594086:250033596,Ames23404,PI594086.81N4HABXX.6.G2,NA,#N/A,1
NA,NSL30835,EP2.633Y5AAXX.5.F8,NA,#N/A,NA
NA,Ames26792,NSL32721.D0D0BACXX.3.H2,NA,#N/A,NA
Ames26767:250031459,PI535914,Ames26767.81FE7ABXX.4.H12,NA,#N/A,1
Ames27057:250032600,Ames27209,Ames27057.81FE8ABXX.6.H10,NA,#N/A,1
NSL65863:250033778,Ames19010,NSL65863.81FENABXX.1.A2,NA,#N/A,1
NA,Ames26753,PI651537.D0D0BACXX.4.B3,NA,#N/A,NA
Ames12820:250033583,EZ37,Ames12820.81N4HABXX.6.F1,NA,#N/A,1
Ames23429:250034847,PI559944,Ames23429.81FENABXX.3.E7,NA,#N/A,1
PI601320:250034941,NSL65869,PI601320.81FENABXX.4.C6,NA,#N/A,1
Ames19292:250032382,CI187,Ames19292.81FE8ABXX.5.A3,NA,#N/A,1
PI572413:250031949,PI601791,PI572413.81FE8ABXX.1.G6,NA,#N/A,1
NA,PI233314,Ames27218.D0D0BACXX.3.B1,NA,#N/A,NA
Ames23406:250032412,WD456,Ames23406.81FE8ABXX.5.D7,NA,#N/A,1
NA,Ames23395,PI651542.D0D0BACXX.3.H5,NA,#N/A,NA
Tx205:250032935,Ames22055,Tx205.81N4HABXX.1.D6,NA,#N/A,1
NSL30888:250031572,PI550573,NSL30888.81FE7ABXX.5.G10,NA,#N/A,1
Ames22792:250034854,Ames24736,Ames22792.81FENABXX.3.F2,NA,#N/A,1
PI638550:250032446,NSL30070,PI638550.81FE8ABXX.5.F7,NA,#N/A,1
NA,NSL437907,PI651540.D0D0BACXX.3.H12,NA,#N/A,NA
NA,PI539920,Ames26815.D0D0BACXX.3.D2,NA,#N/A,NA
PI597926:250031033,PI644100,PI597926.81FE7ABXX.1.E3,NA,#N/A,1
NA,PI607381,Ames27197.D0D0BACXX.3.E10,NA,#N/A,NA
PI568160:250032519,Ames28290,PI568160.81FE8ABXX.6.B8,NA,#N/A,1
Ames28367:250035093,NSL30064,Ames28367.81FENABXX.5.D4,NA,#N/A,1
PI539923:250034739,Ames23485,PI539923.81FENABXX.2.G2,NA,#N/A,1
NA,Ames22021,EP32.633Y5AAXX.5.A2,NA,#N/A,NA
NA,Ames19294,N6.8042MABXX.3.C1,NA,#N/A,NA
PI594066:250032577,PI594061,PI594066.81FE8ABXX.6.F11,NA,#N/A,1
SA24:250031053,PI186182,SA24.8042MABXX.3.B5,NA,#N/A,1
PI607519:250032151,Ames26768,PI607519.81FE8ABXX.3.C10,NA,#N/A,1
Ames26909:250031122,Ames27211,Ames26909.81FE7ABXX.2.B8,NA,#N/A,1
NA,PI601361,EP29.633Y5AAXX.5.A9,NA,#N/A,NA
Ames24710:250034673,Ames26758,Ames24710.81FENABXX.2.A12,NA,#N/A,1
NA,PI539921,NC314.8042MABXX.4.D9,NA,#N/A,NA
Ames27447:250033817,Ames27037,Ames27447.81FENABXX.1.A7,NA,#N/A,1
PI638552:250031002,Ames12817,PI638552.81FE7ABXX.1.C4,NA,#N/A,1
PI592741:250033859,PI594065,PI592741.81FENABXX.1.G11,NA,#N/A,1
PI233320:250032421,PI594069,PI233320.81FE8ABXX.5.A9,NA,#N/A,1
Ames24713:250034804,Ames22056,Ames24713.81FENABXX.3.B4,NA,#N/A,1
NA,PI548783,Ames27207.D0D0BACXX.3.H6,NA,#N/A,NA
PI601565:250031391,Ames24711,PI601565.81FE7ABXX.4.C12,NA,#N/A,1
PI539872:250035092,NSL30068,PI539872.81FENABXX.5.C1,NA,#N/A,1
PI601374:250032400,PI548799,PI601374.81FE8ABXX.5.C5,NA,#N/A,1
Ames22040:250033559,NSL437884,Ames22040.81N4HABXX.6.D11,NA,#N/A,1
NA,PI594085,PI659681.D0D0BACXX.3.B11,NA,#N/A,NA
NSL29316:250033555,Ames19013,NSL29316.81N4HABXX.6.D7,NA,#N/A,1
PI547086:250033567,Ames23447,PI547086.81N4HABXX.6.B7,NA,#N/A,1
Ames22441:250032253,PI594049,Ames22441.81FE8ABXX.4.A1,NA,#N/A,1
Ames26746:250031582,PI391415,Ames26746.81FE7ABXX.5.H8,NA,#N/A,1
Ames12818:250033615,Ames26779,Ames12818.81N4HABXX.6.H9,NA,#N/A,1
PI531510:250033743,PI510674,PI531510.81N4HABXX.7.H10,NA,#N/A,1
PI233316:250035199,Ames22033,PI233316.81FENABXX.6.C10,NA,#N/A,1
PI594083:250033528,PI538008,PI594083.81N4HABXX.6.A10,NA,#N/A,1
Ames27450:250032292,PI568158,Ames27450.81FE8ABXX.4.A5,NA,#N/A,1
Ames23459:250033693,PI601777,Ames23459.81N4HABXX.7.B6,NA,#N/A,1
NA,NSL438031,PI548805.D0D0BACXX.3.A1,NA,#N/A,NA
Ames23394:250034877,Ames23501,Ames23394.81FENABXX.3.H1,NA,#N/A,1
PI594090:250033545,PI595527,PI594090.81N4HABXX.6.C7,NA,#N/A,1
PI601782:250033466,Ames23508,PI601782.81N4HABXX.5.F11,NA,#N/A,1
Ames12824:250031960,Ames22039,Ames12824.81FE8ABXX.1.H5,NA,#N/A,1
Ames23404:250033716,Ames23443,Ames23404.81N4HABXX.7.F7,NA,#N/A,1
NSL30835:250034702,NSL197106,NSL30835.81FENABXX.2.D11,NA,#N/A,1
NA,Ames22038,NC222.8042MABXX.4.A8,NA,#N/A,NA
Ames26792:250033867,PI415090,Ames26792.81FENABXX.1.H7,NA,#N/A,1
PI535914:250034577,Ames22043,PI535914.81FENABXX.7.A4,NA,#N/A,1
NA,PI601498,R4.8042MABXX.3.G11,NA,#N/A,NA
NA,Ames24722,Ames27209.D0D0BACXX.4.D2,NA,#N/A,NA
Ames19010:250034541,Ames22022,Ames19010.81FENABXX.7.A3,NA,#N/A,1
Ames26753:250031692,PI559921,Ames26753.81FE7ABXX.6.G3,NA,#N/A,1
NA,Ames22041,EZ37.633Y5AAXX.5.E11,NA,#N/A,NA
NA,PI594064,PI559944.D0D0BACXX.3.G7,NA,#N/A,NA
NA,Ames23393,NSL65869.D0D0BACXX.3.F7,NA,#N/A,NA
NA,PI550470,CI187.2.8042MABXX.3.B4,NA,#N/A,NA
PI601791:250034985,Ames22018,PI601791.81FENABXX.4.F6,NA,#N/A,1
PI233314:250035262,PI594088,PI233314.81FENABXX.6.H5,NA,#N/A,1
WD456:250032530,Ames23428,WD456.81FE8ABXX.6.C8,NA,#N/A,1
Ames23395:250034945,EZ12,Ames23395.81FENABXX.4.C10,NA,#N/A,1
Ames22055:250034561,Ames26770,Ames22055.81FENABXX.7.C7,NA,#N/A,1
PI550573:250035257,PI601190,PI550573.81FENABXX.6.G12,NA,#N/A,1
Ames24736:250034855,PI559918,Ames24736.81FENABXX.3.F3,NA,#N/A,1
NA,Ames28411,NC344.8042MABXX.3.E1,NA,#N/A,NA
NSL30070:250034869,Ames22750,NSL30070.81FENABXX.3.G5,NA,#N/A,1
NSL437907:250035051,Ames25559,NSL437907.81FENABXX.5.A8,NA,#N/A,1
PI539920:250033681,NSL29898,PI539920.81N4HABXX.7.D5,NA,#N/A,1
PI644100:250031905,PI594063,PI644100.81FE8ABXX.1.D8,NA,#N/A,1
PI607381:250031265,PI601561,PI607381.81FE7ABXX.3.D1,NA,#N/A,1
Ames28290:250034857,Ames23448,Ames28290.81FENABXX.3.F5,NA,#N/A,1
NSL30064:250031386,Ames23510,NSL30064.81FE7ABXX.4.C7,NA,#N/A,1
Ames23485:250032419,Ames23434,Ames23485.81FE8ABXX.5.A5,NA,#N/A,1
Ames22021:250033477,Ames23444,Ames22021.81N4HABXX.5.G10,NA,#N/A,1
Ames19294:250033735,EZ38,Ames19294.81N4HABXX.7.H2,NA,#N/A,1
PI594061:250033526,Ames22016,PI594061.81N4HABXX.6.A6,NA,#N/A,1
PI186182:250032842,PI594091,PI186182.81FE8ABXX.7.G10,NA,#N/A,1
Ames26768:250033856,Ames23427,Ames26768.81FENABXX.1.G8,NA,#N/A,1
NA,PI433488,W64A.8042MABXX.4.E9,NA,#N/A,NA
NA,PI517968,Ames27211.D0D0BACXX.3.C12,NA,#N/A,NA
PI601361:250035224,PI601566,PI601361.81FENABXX.6.E3,NA,#N/A,1
Ames26758:250031366,PI233323,Ames26758.81FE7ABXX.4.A3,NA,#N/A,1
NA,EP69,CI90C.8042MABXX.4.E3,NA,#N/A,NA
PI539921:250031401,PI586935,PI539921.81FE7ABXX.4.D12,NA,#N/A,1
Ames27037:250035251,Ames22439,Ames27037.81FENABXX.6.G6,NA,#N/A,1
Ames12817:250031903,PI601210,Ames12817.81FE8ABXX.1.D5,NA,#N/A,1
PI594065:250031946,NSL30055,PI594065.81FE8ABXX.1.G3,NA,#N/A,1
PI594069:250032593,PI639052,PI594069.81FE8ABXX.6.H3,NA,#N/A,1
Ames22056:250033070,Ames23455,Ames22056.81N4HABXX.2.E8,NA,#N/A,1
PI548783:250032982,PI594089,PI548783.81N4HABXX.1.H11,NA,#N/A,1
Ames24711:250032545,Ames23440,Ames24711.81FE8ABXX.6.A4,NA,#N/A,1
NA,NSL30908,NSL30068.D0D0BACXX.3.F7,NA,#N/A,NA
NA,Ames19283,PI548799.D0D0BACXX.3.G6,NA,#N/A,NA
NA,PI595366,NSL437884.D0D0BACXX.4.A1,NA,#N/A,NA
PI594085:250032274,Ames27260,PI594085.81FE8ABXX.4.C6,NA,#N/A,1
Ames19013:250033793,PI639042,Ames19013.81FENABXX.1.B12,NA,#N/A,1
Ames23447:250032575,Ames26813,Ames23447.81FE8ABXX.6.F9,NA,#N/A,1
PI594049:250031130,PI601467,PI594049.81FE7ABXX.2.C5,NA,#N/A,1
PI391415:250033420,PI506412,PI391415.81N4HABXX.5.C9,NA,#N/A,1
Ames26779:250035088,NSL42874,Ames26779.81FENABXX.5.A9,NA,#N/A,1
PI510674:250034550,Ames23922,PI510674.81FENABXX.7.B4,NA,#N/A,1
Ames22033:250031827,Ames23481,Ames22033.81FE7ABXX.7.G11,NA,#N/A,1
NA,PI340826,PI538008.D0D0BACXX.3.C7,NA,#N/A,NA
PI568158:250033741,EP55,PI568158.81N4HABXX.7.H8,NA,#N/A,1
PI601777:250031875,NSL30913,PI601777.81FE8ABXX.1.A6,NA,#N/A,1
NSL438031:250031297,I29,NSL438031.81FE7ABXX.3.F1,NA,#N/A,1
Ames23501:250032524,Ames22035,Ames23501.81FE8ABXX.6.C2,NA,#N/A,1
PI595527:250033426,PI594059,PI595527.81N4HABXX.5.D3,NA,#N/A,1
Ames23508:250032574,PI561531,Ames23508.81FE8ABXX.6.F8,NA,#N/A,1
Ames22039:250032511,PI601171,Ames22039.81FE8ABXX.6.A8,NA,#N/A,1
Ames23443:250033336,PI340818,Ames23443.81N4HABXX.4.F8,NA,#N/A,1
NSL197106:250031690,PI631444,NSL197106.81FE7ABXX.6.G1,NA,#N/A,1
Ames22038:250032449,EZ48,Ames22038.81FE8ABXX.5.F10,NA,#N/A,1
PI415090:250032295,Ames23430,PI415090.81FE8ABXX.4.B5,NA,#N/A,1
Ames22043:250032578,PI594054,Ames22043.81FE8ABXX.6.F12,NA,#N/A,1
PI601498:250033853,PI608777,PI601498.81FENABXX.1.G5,NA,#N/A,1
Ames24722:250034811,Ames2339,Ames24722.81FENABXX.3.C3,NA,#N/A,1
Ames22022:250031963,NSL81596,Ames22022.81FE8ABXX.1.H8,NA,#N/A,1
NA,PI594084,PI559921.D0D0BACXX.3.B12,NA,#N/A,NA
Ames22041:250034721,EP62,Ames22041.81FENABXX.2.E8,NA,#N/A,1
PI594064:250031892,PI340824,PI594064.81FE8ABXX.1.C5,NA,#N/A,1
Ames23393:250034806,PI559920,Ames23393.81FENABXX.3.B9,NA,#N/A,1
PI550470:250031513,PI391663,PI550470.81FE7ABXX.5.C7,NA,#N/A,1
Ames22018:250033590,PI632746,Ames22018.81N4HABXX.6.F8,NA,#N/A,1
PI594088:250033432,Ames19289,PI594088.81N4HABXX.5.D11,NA,#N/A,1
Ames23428:250034823,Ames26803,Ames23428.81FENABXX.3.D3,NA,#N/A,1
NA,Ames2331,EZ12.633Y5AAXX.5.H10,NA,#N/A,NA
Ames26770:250031038,PI639048,Ames26770.81FE7ABXX.1.E8,NA,#N/A,1
PI601190:250032427,PI340820,PI601190.81FE8ABXX.5.D6,NA,#N/A,1
PI559918:250031522,PI539924,PI559918.81FE7ABXX.5.D5,NA,#N/A,1
Ames28411:250032904,PI340819,Ames28411.81N4HABXX.1.B12,NA,#N/A,1
Ames22750:250033560,NSL65866,Ames22750.81N4HABXX.6.D12,NA,#N/A,1
Ames25559:250031530,PI233322,Ames25559.81FE7ABXX.5.A5,NA,#N/A,1
NSL29898:250032968,NSL68211,NSL29898.81N4HABXX.1.G9,NA,#N/A,1
PI594063:250033573,PI548839,PI594063.81N4HABXX.6.E3,NA,#N/A,1
PI601561:250031396,PI233313,PI601561.81FE7ABXX.4.D7,NA,#N/A,1
Ames23448:250032403,Ames22042,Ames23448.81FE8ABXX.5.C8,NA,#N/A,1
Ames23510:250032471,PI642764,Ames23510.81FE8ABXX.5.H8,NA,#N/A,1
Ames23434:250032347,NSL32722,Ames23434.81FE8ABXX.4.H11,NA,#N/A,1
Ames23444:250032336,PI601496,Ames23444.81FE8ABXX.4.G12,NA,#N/A,1
NA,PI601569,EZ38.633Y5AAXX.5.H6,NA,#N/A,NA
Ames22016:250031944,Ames24724,Ames22016.81FE8ABXX.1.G1,NA,#N/A,1
PI594091:250031907,Ames23398,PI594091.81FE8ABXX.1.D10,NA,#N/A,1
Ames23427:250034842,PI558528,Ames23427.81FENABXX.3.E2,NA,#N/A,1
PI433488:250035188,PI601319,PI433488.81FENABXX.6.B10,NA,#N/A,1
PI517968:250033547,Ames23401,PI517968.81N4HABXX.6.C9,NA,#N/A,1
PI601566:250031261,Ames24590,PI601566.81FE7ABXX.3.C9,NA,#N/A,1
PI233323:250034825,Ames22030,PI233323.81FENABXX.3.D7,NA,#N/A,1
NA,Ames23409,W153R.8042MABXX.2.C11,NA,#N/A,NA
NA,PI601417,M37W.8042MABXX.4.H2,NA,#N/A,NA
NA,PI594057,EP69.633Y5AAXX.5.A4,NA,#N/A,NA
PI586935:250032462,Ames22051,PI586935.81FE8ABXX.5.G11,NA,#N/A,1
Ames22439:250031884,EZ6,Ames22439.81FE8ABXX.1.B8,NA,#N/A,1
PI601210:250033834,Ames2340,PI601210.81FENABXX.1.E10,NA,#N/A,1
NSL30055:250031454,PI651543,NSL30055.81FE7ABXX.4.H7,NA,#N/A,1
NA,NSL91618,PI639052.D0D0BACXX.4.D1,NA,#N/A,NA
Ames23455:250032387,PI533658,Ames23455.81FE8ABXX.5.A12,NA,#N/A,1
PI594089:250031921,PI601563,PI594089.81FE8ABXX.1.E2,NA,#N/A,1
Ames23440:250033269,Ames22044,Ames23440.81N4HABXX.4.A1,NA,#N/A,1
NSL30908:250033684,PI343953,NSL30908.81N4HABXX.7.D9,NA,#N/A,1
Ames19283:250031118,NSL30901,Ames19283.81FE7ABXX.2.B1,NA,#N/A,1
PI595366:250034822,PI648433,PI595366.81FENABXX.3.D2,NA,#N/A,1
Ames27260:250033315,NSL30074,Ames27260.81N4HABXX.4.D4,NA,#N/A,1
NA,NSL30067,PI639042.D0D0BACXX.4.G4,NA,#N/A,NA
Ames26813:250033523,PI587155,Ames26813.81N4HABXX.6.A1,NA,#N/A,1
PI601467:250035253,NSL8583,PI601467.81FENABXX.6.G8,NA,#N/A,1
PI506412:250031018,Ames27051,PI506412.81FE7ABXX.1.D10,NA,#N/A,1
NSL42874:250031912,PI568159,NSL42874.81FE8ABXX.1.A7,NA,#N/A,1
Ames23922:250031916,NSL30861,Ames23922.81FE8ABXX.1.B7,NA,#N/A,1
Ames23481:250034793,Ames23439,Ames23481.81FENABXX.3.A1,NA,#N/A,1
PI340826:250034802,Ames22049,PI340826.81FENABXX.3.B2,NA,#N/A,1
NA,PI340825,EP55.633Y5AAXX.5.D9,NA,#N/A,NA
NSL30913:250031536,NSL81598,NSL30913.81FE7ABXX.5.C1,NA,#N/A,1
NA,PI601501,I29.8042MABXX.2.G10,NA,#N/A,NA
NA,PI406108,R109B.8042MABXX.2.F1,NA,#N/A,NA
Ames22035:250032280,NSL437913,Ames22035.81FE8ABXX.4.C12,NA,#N/A,1
PI594059:250033527,MR15_,PI594059.81N4HABXX.6.A8,NA,#N/A,1
NA,NSL30902,PI561531.D0D0BACXX.4.F5,NA,#N/A,NA
PI601171:250033705,PI555650,PI601171.81N4HABXX.7.E8,NA,#N/A,1
PI340818:250032319,NSL32726,PI340818.81FE8ABXX.4.F7,NA,#N/A,1
PI631444:250031043,PI614819,PI631444.81FE7ABXX.1.F1,NA,#N/A,1
NA,PI601727,EZ48.633Y5AAXX.5.H11,NA,#N/A,NA
Ames23430:250032597,PI406109,Ames23430.81FE8ABXX.6.H7,NA,#N/A,1
PI594054:250032289,Ames22037,PI594054.81FE8ABXX.4.D11,NA,#N/A,1
PI608777:250031255,PI601502,PI608777.81FE7ABXX.3.C3,NA,#N/A,1
Ames2339:250033815,PI548830,Ames2339.81FENABXX.1.A4,NA,#N/A,1
NSL81596:250034882,Ames23441,NSL81596.81FENABXX.3.H6,NA,#N/A,1
PI594084:250032837,NSL30889,PI594084.81FE8ABXX.7.G5,NA,#N/A,1
NA,NSL32720,K148.8042MABXX.4.B8,NA,#N/A,NA
NA,Ames23407,EP62.633Y5AAXX.5.F12,NA,#N/A,NA
PI340824:250032286,PI594068,PI340824.81FE8ABXX.4.D8,NA,#N/A,1
NA,NSL30866,CO255.8042MABXX.4.A11,NA,#N/A,NA
NA,Ames26783,PI559920.D0D0BACXX.3.D5,NA,#N/A,NA
PI391663:250032921,Ames24738,PI391663.81N4HABXX.1.D8,NA,#N/A,1
PI632746:250031010,PI601150,PI632746.81FE7ABXX.1.C12,NA,#N/A,1
NA,Ames22064,NC318.8042MABXX.2.E9,NA,#N/A,NA
Ames19289:250033585,PI601610,Ames19289.81N4HABXX.6.F3,NA,#N/A,1
Ames26803:250033724,PI594074,Ames26803.81N4HABXX.7.G3,NA,#N/A,1
Ames2331:250032832,PI601322,Ames2331.81FE8ABXX.7.F12,NA,#N/A,1
NA,PI601745,PI639048.D0D0BACXX.4.A11,NA,#N/A,NA
PI340820:250034858,Ames27028,PI340820.81FENABXX.3.F6,NA,#N/A,1
PI539924:250033659,PI601568,PI539924.81N4HABXX.7.B2,NA,#N/A,1
PI340819:250032218,PI594072,PI340819.81FE8ABXX.3.H9,NA,#N/A,1
NSL65866:250031578,EP53,NSL65866.81FE7ABXX.5.H4,NA,#N/A,1
PI233322:250032548,Ames27056,PI233322.81FE8ABXX.6.A9,NA,#N/A,1
NA,Ames28946,Va17.8042MABXX.3.F10,NA,#N/A,NA
NSL68211:250033607,Ames23437,NSL68211.81N4HABXX.6.H1,NA,#N/A,1
NA,NSL65864,PI548839.D0D0BACXX.3.H1,NA,#N/A,NA
PI233313:250035210,Ames23498,PI233313.81FENABXX.6.D11,NA,#N/A,1
Ames22042:250034851,Ames22015,Ames22042.81FENABXX.3.E11,NA,#N/A,1
NA,PI638594,PI642764.D0D0BACXX.4.A9,NA,#N/A,NA
NSL32722:250034634,PI600755,NSL32722.81FENABXX.7.H12,NA,#N/A,1
PI601496:250031877,PI553063,PI601496.81FE8ABXX.1.A10,NA,#N/A,1
PI601569:250035106,EP64,PI601569.81FENABXX.5.E12,NA,#N/A,1
Ames24724:250032567,Ames22065,Ames24724.81FE8ABXX.6.F1,NA,#N/A,1
Ames23398:250034722,PI267170,Ames23398.81FENABXX.2.E9,NA,#N/A,1
PI558528:250032929,Ames22029,PI558528.81N4HABXX.1.A9,NA,#N/A,1
PI601319:250032442,Ames22752,PI601319.81FE8ABXX.5.F3,NA,#N/A,1
Ames23401:250032458,Ames23482,Ames23401.81FE8ABXX.5.G7,NA,#N/A,1
Ames24590:250031374,PI233317,Ames24590.81FE7ABXX.4.B3,NA,#N/A,1
Ames22030:250033617,PI511309,Ames22030.81N4HABXX.6.H11,NA,#N/A,1
Ames23409:250034833,PI548798,Ames23409.81FENABXX.3.A7,NA,#N/A,1
PI601417:250031507,Ames28418,PI601417.81FE7ABXX.5.B12,NA,#N/A,1
PI594057:250033541,Ames19287,PI594057.81N4HABXX.6.C3,NA,#N/A,1
Ames22051:250033093,Ames27075,Ames22051.81N4HABXX.2.G7,NA,#N/A,1
NA,PI340817,EZ6.633Y5AAXX.5.H7,NA,#N/A,NA
Ames2340:250034668,NSL8579,Ames2340.81FENABXX.2.A3,NA,#N/A,1
NA,PI550455,PI651543.D0D0BACXX.3.E11,NA,#N/A,NA
NA,PI642765,NSL91618.D0D0BACXX.3.H8,NA,#N/A,NA
PI533658:250034813,PI601318,PI533658.81FENABXX.3.C5,NA,#N/A,1
PI601563:250033533,EZ13,PI601563.81N4HABXX.6.B3,NA,#N/A,1
Ames22044:250031419,PI601785,Ames22044.81FE7ABXX.4.E8,NA,#N/A,1
PI343953:250034625,PI358530,PI343953.81FENABXX.7.H3,NA,#N/A,1
NSL30901:250034742,Ames30862,NSL30901.81FENABXX.2.G5,NA,#N/A,1
PI648433:250034687,NSL67796,PI648433.81FENABXX.2.C6,NA,#N/A,1
NSL30074:250032441,PI648431,NSL30074.81FE8ABXX.5.F2,NA,#N/A,1
NSL30067:250031491,PI601191,NSL30067.81FE7ABXX.5.A1,NA,#N/A,1
PI587155:250032416,NSL174429,PI587155.81FE8ABXX.5.D11,NA,#N/A,1
NSL8583:250034757,PI415080,NSL8583.81FENABXX.2.H8,NA,#N/A,1
Ames27051:250032283,PI406107,Ames27051.81FE8ABXX.4.D3,NA,#N/A,1
PI568159:250032406,PI601792,PI568159.81FE8ABXX.5.C11,NA,#N/A,1
NSL30861:250031165,PI601323,NSL30861.81FE7ABXX.2.E8,NA,#N/A,1
Ames23439:250034586,PI535921,Ames23439.81FENABXX.7.D6,NA,#N/A,1
Ames22049:250031435,PI406117,Ames22049.81FE7ABXX.4.F12,NA,#N/A,1
PI340825:250035260,PI601789,PI340825.81FENABXX.6.H3,NA,#N/A,1
NSL81598:250034737,PI415079,NSL81598.81FENABXX.2.F12,NA,#N/A,1
PI601501:250031271,NSL30056,PI601501.81FE7ABXX.3.D9,NA,#N/A,1
PI406108:250031332,NSL30071,PI406108.81FE7ABXX.3.H12,NA,#N/A,1
NSL437913:250035126,NSL437923,NSL437913.81FENABXX.5.G8,NA,#N/A,1
NA,NSL437937,MR15_.Palomero_de_Jalisco._S6.81FE8ABXX.4.E11,NA,#N/A,NA
NSL30902:250031243,Ames22066,NSL30902.81FE7ABXX.3.A11,NA,#N/A,1
NA,W22R,PI555650.D0D0BACXX.3.D7,NA,#N/A,NA
