taxa,GBSv4names,WGStaxa,GDDDaystoSilk,GDDDaystoTassel,TasselLength,MainSpikeLength,TasselPrimaryBranches,TasselBranchLength,SpikeletsMainSpike,SpikeletsPrimaryBranch,SecondaryBranchNumber,EarHeight,LeafLength,LeafWidth,UpperLeafAngle,MiddleLeafAngle,CobDiameter,CobWeight,EarDiameter,EarLength,SeedSetLength,EarRowNumber,EarWeight,EarRankNumber,KernelWeight20
Z018E0064,#N/A,#N/A,450.2205672,932.051373,13.15083627,331.2665127,5.386227793,1.213829065,0.707536154,0.816267699,173.3528045,132.4663803,66.3654594,644.0040386,-0.105326675,0.257964917,60.88534481,9.666640732,0.17138495,22.46596593,0.217780452,31.94155824,125.7964746,84.93562972,-0.202196421
Z018E0065,#N/A,#N/A,480.9202167,962.684064,33.00447874,419.76428,5.770807487,-1.166061328,-0.1952674,0.803044751,191.2762597,149.9273703,78.53477961,761.4091819,0.294565033,-0.298316001,57.55863211,11.33904333,0.169797976,25.28719201,1.340062677,36.5384385,128.0609461,84.74781036,1.00205317
Z018E0066,#N/A,#N/A,472.191552,959.0720521,28.47205932,355.3309727,5.397409783,1.585754072,0.991839455,1.634936199,185.1903713,124.5728952,63.85603831,720.7446475,0.468046735,0.187689836,60.50117624,10.04026037,0.170813866,21.05454735,-0.52180104,29.70110635,112.3233512,87.63839501,0.027912283
Z018E0067,#N/A,#N/A,464.6760381,947.8549406,21.45603325,448.7315236,5.653222007,1.638911798,1.143163544,0.657577925,203.6422963,155.0320895,87.73965845,745.123432,0.265151884,-0.113300615,61.7312579,9.939798902,0.17151636,23.84231775,0.705740721,33.66253772,117.903463,80.37981578,1.684064281
Z018E0068,#N/A,#N/A,480.3763398,995.5540732,47.68080421,360.1560934,5.399179219,1.426347233,1.458262583,1.717004098,182.5866123,150.0565415,84.04190764,716.0390916,0.85476986,-0.228528683,60.18511349,10.54753171,0.17269601,22.73358998,0.441386354,31.45582931,139.8683544,86.27919947,0.304919456
Z018E0069,#N/A,#N/A,479.4717192,998.0741786,47.90907236,354.2302933,5.398507724,1.035741634,1.005021609,0.803044751,188.7696307,159.0423113,91.40672027,694.2633807,0.226924402,-0.298316001,59.56422085,9.629467254,0.173139955,22.1767308,-0.185640771,31.28927789,97.62065497,71.29148855,0.48816291
Z018E0070,#N/A,#N/A,458.4744579,944.5503264,26.31261401,386.388862,5.415075307,0.596848831,0.821918994,1.149602785,176.7378112,123.2489856,60.12846162,680.1915208,-0.120945489,-0.065839807,61.46604794,10.1101611,0.171605218,19.01909347,-0.379884452,27.17036576,129.063127,92.12013848,-0.595120803
Z018E0071,#N/A,#N/A,471.1318069,950.8775392,26.70508613,397.9528723,5.679327649,0.290273092,0.262239158,-0.342230112,204.6449479,137.2950976,75.45268136,690.4422023,-0.420989061,-0.124256817,60.43098954,10.15601952,0.175109061,23.46394222,0.875831443,34.59792483,121.4761467,78.24153881,0.638482345
Z018E0072,#N/A,#N/A,467.6817173,954.8495282,19.15576848,333.3881618,5.467021008,0.310361814,0.179192729,0.070260022,184.7590242,138.9545153,76.09693931,681.648486,0.32456491,-0.012770789,59.46398076,10.5157534,0.172147011,22.82451949,-0.193071075,32.49991482,106.8498187,79.10825586,0.470260453
Z018E0073,#N/A,#N/A,441.198492,913.6439261,34.15429805,335.5317846,5.449107534,-0.031757378,0.207563132,-0.123711219,172.0587704,153.3361354,71.58713367,664.4782128,-0.201218804,0.240055242,61.91075255,9.676588532,0.169696026,21.93497657,-0.296928393,30.05792188,112.0863932,77.94279588,0.869955673
Z018E0074,#N/A,#N/A,477.577951,992.6027215,10.18675595,399.9058973,5.559271397,0.842057507,0.450196531,0.497450123,192.7802371,162.914286,93.98375206,730.5729186,0.498589407,0.213328786,60.47006061,10.42844956,0.169139505,20.2810752,-0.318407371,28.55935182,112.3025314,74.90003018,-0.339500907
Z018E0075,#N/A,#N/A,456.4255525,954.7285481,35.81691298,315.2499119,5.398560992,0.155430135,-0.340371973,-0.123711219,169.0508155,152.2298569,87.04932441,633.8529511,0.478945322,-0.110890749,60.08374456,10.0574501,0.168902413,23.38703922,0.508052785,31.76023076,119.8792811,78.28491032,0.24146592
Z018E0076,#N/A,#N/A,474.4381638,970.7220854,18.70208792,356.6838151,5.446721763,1.085412507,0.830666472,1.035133971,187.9340876,140.613933,72.87564957,689.2574701,-0.244066006,-0.003406603,60.6925486,9.532270436,0.171135595,22.07057044,-0.342196092,30.23543738,102.4268729,65.64026311,0.696463976
Z018E0077,#N/A,#N/A,484.6551834,952.0410314,45.3111764,395.7700796,5.641276876,0.097099916,-0.142576785,-0.123711219,183.9234812,133.9762622,70.94287573,713.3205477,0.687204439,0.045305373,61.20045557,9.687066689,0.169941082,21.13192492,-0.162032668,29.47628404,123.2334701,84.47521554,-0.096390295
Z018E0078,#N/A,#N/A,457.5860937,916.4547114,27.26312432,357.1849431,5.380398744,1.103807718,0.769729982,0.940606068,184.9261328,149.4641608,87.69358236,683.0000819,0.555646579,0.058597384,60.6862266,10.06556999,0.169797976,22.94735268,0.714024104,35.3577291,121.2612529,78.32341599,1.245117988
Z018E0079,#N/A,#N/A,481.9318144,1003.187365,37.8601122,336.6428819,5.492408036,0.13248712,0.36524836,0.529995151,187.766979,156.1468054,81.49298025,672.8485541,1.017274545,0.185190317,59.39375369,10.09120509,0.170673349,19.74370148,-0.332001243,27.21357412,111.8066108,77.65529613,-0.257975149
Z018E0080,#N/A,#N/A,501.1644247,1024.580669,56.41618931,393.2426354,5.555539556,1.080167681,0.928954076,0.537483643,194.1171059,141.1735893,77.45871182,703.0548487,0.618101458,0.099797558,59.85405461,9.782508637,0.170910316,23.35140814,0.597968227,32.53697722,116.356172,74.02407644,0.920158884
Z018E0081,#N/A,#N/A,490.4491732,999.7001348,43.15840018,418.6966825,5.683875223,0.549844003,0.185311873,0.239483685,196.1224092,153.1315013,81.81581382,729.0544591,0.133643458,-0.178077122,60.73789389,10.72714382,0.175328833,22.88763716,0.576766055,32.92080906,131.469559,93.80349345,0.923735801
Z018E0082,#N/A,#N/A,463.6557438,926.224126,27.25446511,322.677474,5.315926255,0.939587429,1.39631584,0.803044751,168.3823811,132.2137404,69.83069813,653.3150323,0.729830542,0.157285028,61.3856485,9.664489122,0.172564793,23.3288131,0.270467291,33.5881126,112.3670218,72.38334126,0.944239783
Z018E0083,#N/A,#N/A,467.3227956,945.2120937,27.40910129,458.7264165,5.549879662,0.869686135,1.263324469,0.661160701,202.1383189,156.6549708,77.3854552,721.0450022,-0.559145,-0.257212373,60.27884665,9.909243578,0.171192673,22.84472487,-0.024734878,31.8440325,120.0706975,80.60890443,0.010231556
Z018E0084,#N/A,#N/A,486.0225981,981.3125242,41.2680589,435.5198835,5.709127564,0.144709902,0.262239158,0.661160701,195.4539748,155.654033,88.47920861,769.9527483,0.526744291,0.193175835,60.54494681,9.938285861,0.171867828,21.63733697,-0.124648884,29.51561101,110.6456994,79.50763467,-0.785114199
Z018E0085,#N/A,#N/A,475.6530362,947.3365826,39.67110103,442.7575646,5.77169691,0.744265132,0.373004537,0.013942235,202.6396447,138.1902435,73.82573669,756.8873218,1.055235311,0.151184228,60.04462015,10.38216801,0.173709319,22.27519119,0.1492725,31.45662996,131.2585297,89.78619292,-0.072109487
Z018E0086,#N/A,#N/A,476.7722266,967.8465828,46.838775,398.8719429,5.483267299,1.444845235,0.99988638,1.255162391,183.9234812,126.2323129,69.01010189,730.7064095,0.092769874,-0.072070669,60.64895681,10.13140518,0.173804841,21.83651356,-0.147535442,28.43945686,124.7779508,83.96494422,-0.269361561
Z018E0087,#N/A,#N/A,447.9681545,897.4566619,13.54414696,371.4147084,5.544745687,0.657665692,0.756061052,0.215840793,175.0667252,151.1235785,79.31822904,737.1807205,0.346591993,0.481854782,61.49385778,9.790510571,0.173588796,21.99968083,0.53102881,34.31683381,122.4419807,78.67862108,0.363942392
Z018E0088,#N/A,#N/A,471.6614845,935.9717865,41.02858885,354.7188344,5.513976146,0.781807676,0.958367444,0.658283624,188.7696307,125.6250017,56.01175715,617.6094189,0.079782948,-0.074236244,62.06234653,9.931313827,0.171324545,23.14222369,0.20335427,31.85189127,110.0339168,82.84501542,0.555534363
Z018E0089,#N/A,#N/A,461.2443334,912.0818551,40.26608793,381.2947174,5.555565123,0.416521537,0.312522672,0.599946909,174.5653994,136.6961177,64.12350018,718.9538619,-0.407536069,-0.0857632,62.23892894,9.555410838,0.170711047,21.34305838,-0.007892509,30.69955349,125.1118891,89.68485098,0.148289392
Z018E0090,#N/A,#N/A,470.5208747,962.0795216,37.68949798,367.6235421,5.576616263,-0.468464361,-0.767444611,-0.472570209,193.6157801,151.6767177,87.69358236,717.4407466,0.751591367,0.312896433,61.34675326,10.36606244,0.171338322,21.61876966,-0.03263763,29.2657878,125.8953504,87.20172793,-0.462287585
Z018E0091,#N/A,#N/A,485.1416795,988.685632,47.15973187,319.922539,5.479848702,0.01336049,-0.500395357,-0.420650308,170.5920528,157.7797319,86.31603764,698.0678727,0.210268111,0.158261485,61.12286509,10.50316929,0.170240905,22.82788049,1.17535419,34.9633792,121.4796649,80.62227043,0.588211997
Z018E0092,#N/A,#N/A,487.1969721,966.5000441,57.94474463,448.1894277,5.708705744,0.475741896,0.300961596,0.240012264,198.294821,151.7134022,72.3516175,694.2633807,-0.831543199,-0.416636847,62.29661386,9.786854635,0.174187668,23.01088939,0.224456812,29.79665767,117.8441748,75.72466929,-0.211247284
Z018E0093,#N/A,#N/A,456.5653441,948.0054262,25.81041504,421.4335647,5.670795348,1.225114316,0.546554618,0.940606068,192.2789113,142.6726208,73.2550169,726.20109,0.61022589,0.021681544,61.19389763,10.83684725,0.174586981,20.59517383,-0.508972516,29.66206441,120.1849972,77.45222589,0.352115831
Z018E0094,#N/A,#N/A,470.6076026,937.4413429,68.19747179,362.7549534,5.489420594,0.93900725,0.702343095,0.331085084,183.8340768,166.0583378,79.96248699,720.8447657,-0.96286363,-0.383460065,62.35966046,10.0475023,0.169329361,21.03461132,-0.359127676,28.60426894,114.8798267,78.47530096,0.218807639
Z018E0095,#N/A,#N/A,485.792062,970.9269377,50.80094267,413.6919565,5.549599683,0.935713253,0.91374628,0.886641552,184.5919156,162.941612,92.9892652,758.1387994,0.694781665,0.218579844,60.00788816,10.08764905,0.171013565,20.96406011,-0.369809372,29.12135499,99.24131132,75.29289078,0.262138554
Z018E0096,#N/A,#N/A,459.7739573,912.9557282,43.29986532,418.5170772,5.695005429,0.315646729,0.410691194,0.489774858,200.3001243,156.1018316,81.89526083,742.7205949,0.465283269,-0.079255168,61.89004506,10.60200538,0.172514446,21.80197336,0.654320938,32.17757484,119.170654,76.28044565,0.475925286
Z018E0097,#N/A,#N/A,486.7190175,971.3550386,19.3723614,337.3262782,5.48339437,-0.26045146,0.471745592,-0.481029714,180.0799833,118.4883636,54.1921691,649.6607176,-0.569268626,0.388271933,61.25973831,9.438001054,0.176240665,22.77768067,0.384794771,32.96990447,99.00957947,78.79471679,0.490772389
Z018E0098,#N/A,#N/A,461.5739309,927.8716159,42.44015328,394.2951858,5.549087665,0.996417229,1.185908131,0.765669915,181.2497435,148.6943543,76.30106728,728.6372998,0.061435405,-0.19512578,59.68774511,11.01700552,0.172548894,21.46275525,-0.123897791,30.30550532,120.0992643,82.75381975,0.335861295
Z018E0099,#N/A,#N/A,470.8421164,930.5902274,13.3915484,348.6677107,5.470937729,0.208192907,0.108822076,-0.24459192,176.0693768,136.8199848,74.50051118,705.6267976,0.101359579,0.330277876,60.13321502,9.802366889,0.171316865,19.84988484,-0.281380042,27.95948962,122.391973,81.96572384,-0.915571516
Z018E0100,#N/A,#N/A,463.3796272,942.0813353,55.11976814,384.2816969,5.607638372,0.925197273,0.979604222,0.134822935,200.1330157,143.3796292,74.80842341,703.2217343,-0.208740815,-0.369397934,59.7678668,10.21702702,0.1695636,21.82139025,0.425253801,32.03654446,119.5158182,77.61058533,0.641418435
Z018E0101,#N/A,#N/A,475.1301946,989.3334081,27.33397942,410.1413827,5.598093512,1.143166959,1.144792999,1.181038614,199.6316898,140.0152622,68.31977337,747.8914479,-0.209045619,0.051811343,61.4093839,10.0642379,0.173721638,21.68007016,0.080735347,31.66398289,112.03073,79.70291696,0.500314393
Z018E0102,#N/A,#N/A,461.4029142,919.3989067,22.60455673,381.9523346,5.615897073,1.092021305,1.048026852,0.886117331,166.3208393,144.9518223,74.09747864,755.290043,0.389696289,0.699186883,60.63752913,10.56643398,0.172021524,20.74931678,-0.575965625,30.4365838,116.0782612,78.70706169,0.268681239
Z018E0103,#N/A,#N/A,441.7871859,890.1856661,44.14948831,379.7693071,5.656040006,-0.302171644,-0.601108682,-0.582199159,205.1462737,150.9069112,80.95973413,691.7604254,-0.555599671,0.139786549,61.90570623,10.56293859,0.170071711,17.58865247,-1.217895195,24.9215575,101.0824,82.30077864,-0.587762599
Z018E0104,#N/A,#N/A,470.8850633,981.8778641,20.76289348,360.5007449,5.528122384,0.133426817,0.004425352,-0.24459192,185.5945672,150.0565415,83.30235748,732.9590693,0.164801279,-0.072915762,59.76907778,10.94847809,0.169238724,19.68299205,-0.247406658,29.70917172,120.4379657,81.41189754,0.0291809
Z018E0105,#N/A,#N/A,463.3011786,954.7594223,23.1216459,372.3597978,5.425308811,1.556526162,0.631083053,1.305962885,180.5813091,156.722177,90.77061472,715.2381459,0.460293283,0.124594381,62.27818252,10.18231586,0.168452195,22.69211965,-0.025358266,33.20714277,121.4266487,81.10907439,0.135543782
Z018E0106,#N/A,#N/A,469.0443202,930.6996516,30.1976293,352.5737608,5.46454242,0.415812005,0.702343095,0.134822935,181.0826349,155.1236691,81.24509402,676.8094392,0.991449687,-0.200917035,61.86172891,9.921723942,0.174139929,24.34112166,0.588524147,35.42346698,112.9929734,78.49648014,0.88183144
Z018E0107,#N/A,#N/A,482.9437371,961.1557093,60.03762249,349.7754338,5.443101288,0.996396624,0.587107659,1.332891293,186.5972188,156.1002335,73.76096101,713.7864319,-1.021450944,-0.107957325,61.21235262,9.998153037,0.170751789,22.19266832,0.217384404,30.87752557,106.8712963,77.43691606,0.459215956
Z018E0108,#N/A,#N/A,463.782407,922.5176069,42.70655315,350.9547737,5.398095609,0.659852202,0.548937587,0.828260179,183.7563726,131.7156984,62.4113408,714.337082,0.668119196,0.098066319,60.67975834,10.6237645,0.171050297,21.74265147,-0.30468031,29.20804555,113.606215,86.4991843,-0.574159531
Z018E0109,#N/A,#N/A,508.4446411,1031.819075,21.8678784,458.7813377,5.743552428,0.557797456,0.855988191,0.955577883,196.6266647,149.9705932,81.39889635,709.7769543,0.078704741,0.185190317,59.38619128,NA,NA,NA,NA,NA,NA,NA,NA
Z018E0110,#N/A,#N/A,448.3652112,894.316119,28.70216928,346.8295695,5.57653461,0.153850291,0.009042722,-0.833447672,180.0799833,143.6687047,78.96221484,660.4234253,-0.556058775,-0.348326747,61.71490805,9.666907675,0.171050329,21.99299065,-0.148793405,31.37758473,111.9835269,82.34443445,0.995876501
Z018E0111,#N/A,#N/A,489.882522,996.805965,20.48781227,338.9025855,5.495328485,0.82592563,0.991851614,0.580142843,167.3797295,140.613933,81.25100288,730.2558776,0.250495011,0.302787154,61.82216446,9.63292447,0.171045793,21.29658375,-0.163623801,30.68936561,104.7864848,78.5581151,1.352094629
Z018E0112,#N/A,#N/A,498.8696695,1031.116462,63.6608831,435.3397034,5.665617033,0.709215744,0.707536154,0.387192323,203.6422963,145.5921861,85.52549248,745.0233138,0.330272134,-0.174772315,58.822802,10.74501549,0.171805036,21.83222406,0.044427468,29.9874018,113.4561276,76.05937275,0.298041292
Z018E0113,#N/A,#N/A,429.9213686,838.2652511,18.30877597,398.2975238,5.63199752,0.76795702,0.58884346,0.644971671,205.8147082,162.7395024,88.3378403,679.4458854,1.195885908,-0.200527288,62.25322045,9.99298224,0.169928778,22.72943236,0.927266528,34.74233258,135.1476683,93.75759159,0.660624248
Z018E0114,#N/A,#N/A,471.5490694,937.0210999,36.55104342,322.5890821,5.309959864,1.206276778,1.403959599,1.149602785,176.403594,137.8482368,68.36584394,683.2503774,0.251862903,0.209170414,59.15792411,10.21387146,0.172870549,21.47079383,-0.484160493,29.55786272,101.8964092,75.86723631,0.084006898
Z018E0115,#N/A,#N/A,480.7536956,958.0445186,38.14067081,374.1719202,5.422097438,2.013268625,1.20571208,1.653210145,178.7431145,138.4013761,77.3854552,729.2046364,0.58739173,-0.305716069,62.25719049,9.910411435,0.170560261,22.09231707,-0.376034397,31.74971138,102.7356141,70.09462437,0.491852252
Z018E0116,#N/A,#N/A,466.4865458,1011.962326,42.58197831,399.1017106,5.5680493,0.775447112,-0.054839217,0.468023091,202.3054275,159.420667,87.04932441,711.2834766,0.840732705,0.095317536,59.6463095,10.3800643,0.169867229,22.1987392,-0.527544718,28.29744033,87.72548926,64.82497524,0.216290333
Z018E0117,#N/A,#N/A,477.5827624,1008.182168,52.66864773,362.7549534,5.442261463,1.085631765,1.057709556,0.432822893,179.4200688,149.3054268,84.45118089,716.9401555,-0.60583314,0.454989359,61.28534632,9.736272043,0.173442862,22.58200995,-0.433410287,26.73328874,82.68017837,62.53607463,0.385240458
Z018E0118,#N/A,#N/A,486.1672401,976.9107256,24.29683923,404.731018,5.537813896,1.396204361,0.991851614,0.956491184,203.9765135,149.4641608,86.66983138,756.2866125,0.184894356,-0.013716781,60.15355289,10.475341,0.171046948,21.84889177,-0.137234732,31.11746427,113.1546205,79.33215004,0.419839106
Z018E0119,#N/A,#N/A,446.4131505,907.8960129,27.7481756,391.7491457,5.544555351,0.869219855,0.821918994,0.797241124,208.4884458,141.4436419,72.28186069,721.3663608,-0.00238478,-0.078127997,60.05802934,10.35063619,0.171875912,22.06561114,0.254365534,30.17877539,133.0326067,100.3677255,0.130052774
Z018E0120,#N/A,#N/A,498.1791256,1003.390415,36.55902873,418.6319611,5.635255333,1.384634437,1.263324469,1.550820905,195.9553006,147.1549982,84.66941279,790.1046573,0.752164932,-0.020377788,60.7891111,10.65049914,0.170716432,21.49168994,-0.144261941,31.93120706,134.7075605,79.08507052,0.647112961
Z018E0121,#N/A,#N/A,477.6667791,962.7515463,50.8045678,371.9704122,5.565594394,0.829920154,0.756061052,0.727780572,189.0024691,157.20811,79.31822904,709.8818216,0.208470793,-0.249520863,61.95668897,10.50712228,0.171159254,21.11573648,-0.182348899,30.82144909,121.0876759,78.95194426,-0.499884824
Z018E0122,#N/A,#N/A,447.1832074,902.3966011,14.63937722,355.7460128,5.529447392,0.2327913,-0.116197998,-0.251426646,189.4380651,153.6295433,86.95229197,744.2296887,0.163207885,0.022590311,59.16660657,10.45579775,0.171391898,22.26190382,-0.117392051,31.80163222,121.3951652,84.2760324,-0.268604827
Z018E0123,#N/A,#N/A,481.446326,977.8052839,55.46548461,390.0258883,5.611781699,0.980559077,0.855988191,1.20399038,199.6316898,144.1667466,74.80842341,691.7604254,-0.878599458,-0.310336058,60.66064052,10.45284912,0.178263317,22.08522341,-0.198399687,29.20488505,113.2520448,80.11206174,0.370515729
Z018E0124,#N/A,#N/A,479.9930718,981.6353714,52.66927576,423.2273141,5.749915171,0.197006406,0.262239158,0.157149724,205.1462737,161.0800847,85.76080852,755.7240008,0.907733612,0.286677968,60.96279011,10.34219758,0.169491071,23.9858203,0.856775389,35.08914283,108.2647105,82.37078177,-0.4803186
Z018E0125,#N/A,#N/A,483.2168148,970.5561758,59.08926881,384.7195773,5.67894109,0.031216267,0.631083053,-0.098439156,179.2444403,142.2733507,74.16416546,790.4269225,-0.376681764,-0.131180329,60.70025062,9.893258557,0.170920701,22.38159791,-0.730872884,28.63698105,100.3134169,73.37385906,0.219658005
Z018E0126,#N/A,#N/A,490.783856,1003.234662,43.66042274,395.7521689,5.54684525,1.009928479,0.631083053,1.361409985,202.1383189,148.6834833,81.49298025,718.0189246,0.465910633,0.330333009,61.82645923,9.859662711,0.17258426,19.71643652,-1.020461405,25.93695987,104.6367711,68.72093079,-0.138991129
Z018E0127,#N/A,#N/A,459.4724173,927.8972825,27.90674587,299.4148981,5.315717464,0.325551495,0.450196531,0.55962449,180.9155263,131.2176565,64.12350018,712.9354271,-0.353990799,0.037196644,61.49242006,9.57644828,0.174203013,21.28243195,-0.485232879,28.01844292,99.84134341,73.39229794,0.043381098
Z018E0128,#N/A,#N/A,472.9488974,968.0824243,13.65338453,380.260763,5.625613346,-0.192839519,-0.340903247,0.215840793,186.5972188,148.3578823,80.60674494,715.738737,0.25527223,0.075942889,60.01077457,10.3585442,0.170098613,21.85226764,0.018111305,32.37265761,119.070565,83.39189614,0.391409691
Z018E0129,#N/A,#N/A,517.5796443,1051.712763,39.45584439,412.5431183,5.6926838,-0.184185271,0.548937587,0.331085084,181.5839607,133.8866085,68.44066936,738.5734227,-0.003768631,0.318586911,60.59285054,9.694812538,0.170920701,22.16939132,0.24101487,29.5736983,115.058352,72.34717522,0.340229419
Z018E0130,#N/A,#N/A,473.3751389,983.8406166,59.53047848,402.2238758,5.641425369,1.036346542,-0.022799534,0.714432223,191.7775855,125.8007448,61.85540281,674.4061531,0.05184782,0.129347954,60.51918642,10.18858066,0.17024389,21.3541412,-0.011042006,30.22688884,113.9282362,83.29507704,0.422343551
Z018E0131,#N/A,#N/A,447.2348506,873.1454162,40.47185542,385.545419,5.49881464,0.646918066,0.929407528,0.629085042,182.7537209,133.0883238,67.10500957,710.4324718,-0.797312438,-0.558649199,62.31324823,10.16337061,0.171391014,23.70470753,0.389514193,33.67990474,121.9233374,84.38662523,0.739046572
Z018E0132,#N/A,#N/A,445.9104249,868.7019454,27.85190709,369.2319157,5.634719793,0.405156088,0.036231066,0.094960092,187.5998704,163.2926416,96.06893567,719.8936427,-0.52380323,0.230280148,61.24121927,10.4994376,0.171338193,22.0842253,-0.400140008,30.59434653,108.6971645,80.18387138,0.642529411
Z018E0133,#N/A,#N/A,461.4749333,965.2607315,11.43935301,411.6240476,5.612203682,0.656382485,0.657319997,0.808682249,180.0799833,136.1888191,78.67397109,717.6851534,1.243741541,-0.015323099,60.60634093,9.191107584,0.171471493,23.30389366,0.507610675,33.92833493,120.0110572,83.36406065,0.682508238
Z018E0134,#N/A,#N/A,482.8040051,1012.121394,58.052185,378.1079072,5.397371374,1.588884858,0.548937587,1.257421851,221.1886996,134.3787827,76.31612912,756.4026137,0.292496113,-0.064650643,60.65224273,10.13757743,0.169697207,20.38350579,-0.880828731,28.63268182,111.6861924,77.89922728,-0.681793007
Z018E0135,#N/A,#N/A,477.6277158,948.4264349,35.64767,344.3240357,5.545947977,-0.513199965,-1.525735105,-0.86449705,183.4328033,147.8047431,67.07732804,691.8605436,-0.216650769,-0.06170059,60.5188964,9.969919387,0.176675858,20.668461,-0.32890142,28.99679065,104.5279802,74.99900172,0.580964233
Z018E0136,#N/A,#N/A,487.4710796,999.3612118,48.84874727,338.7877016,5.293503255,1.070918285,0.821918994,0.157149724,180.4142005,150.5704392,82.53951878,721.7958887,1.066001106,0.203742435,58.75089384,9.588827323,0.170533336,23.77995721,0.447480913,31.66804946,104.9145752,77.0889724,0.192892126
Z018E0137,#N/A,#N/A,454.0812068,918.2924041,43.63867618,346.1411684,5.501880646,0.227785367,0.176659249,0.072550929,168.1844121,131.7821879,69.56533101,738.8159847,-0.426355672,-0.004588647,62.49459062,9.609483777,0.173966449,20.13463934,-0.360491568,30.43176844,123.9640633,90.62004746,1.009853128
Z018E0138,#N/A,#N/A,461.2910191,950.4031241,27.43816381,382.2137881,5.479646529,1.041102641,0.62943082,0.808682249,184.424807,160.0076375,86.26055812,692.4395226,-0.47303263,-0.402842215,61.8785899,10.03107957,0.169795678,22.62703083,-0.425125682,30.37914822,107.0041182,70.68317835,0.489877338
Z018E0139,#N/A,#N/A,462.2655388,931.9562486,38.1274251,428.5611173,5.723425591,0.370018587,0.58884346,0.052488975,205.8147082,138.4013761,67.07732804,757.3879128,-0.027602109,-0.2372346,61.91178703,9.955866556,0.172924081,21.42972069,-0.416719656,27.91977654,110.8146941,76.91227753,-0.604271436
Z018E0140,#N/A,#N/A,458.5432836,931.4099568,26.79982318,351.1951549,5.411554864,1.03194333,0.954469548,0.580259023,180.4142005,121.8933407,60.44905812,682.1991362,0.553537607,0.523949308,62.55609445,9.393010815,0.170280261,23.10024839,-0.065517061,30.43203088,112.54272,73.76088973,0.304973853
Z018E0141,#N/A,#N/A,435.6026734,868.9139477,28.34657895,366.9342391,5.504194488,0.785090749,1.188523842,1.24515218,197.2921694,139.8145532,77.084408,717.3906875,0.730187528,-0.355789612,62.0654623,9.918300646,0.169651238,23.36522204,1.072437059,35.82261734,141.2252598,95.68731738,0.857856593
Z018E0142,#N/A,#N/A,465.1016076,957.9230181,25.76055426,332.583975,5.395190115,-0.157606707,0.14054311,0.575122039,177.4062456,138.5761597,66.92491827,686.0036282,-0.191354352,0.037435592,59.81887624,10.00034521,0.169430447,21.82932113,-0.211454446,30.6002295,98.52802939,76.07954601,1.008253824
Z018E0143,#N/A,#N/A,467.7927516,978.530487,34.45712422,365.4407494,5.382008679,1.535649442,1.447197712,1.66245368,168.3823811,157.20811,101.9336239,708.4301075,1.034487782,0.13585938,60.50145885,10.12050611,0.17064876,22.48693204,0.011376244,30.76540468,121.8095224,81.21044068,0.407065374
Z018E0144,#N/A,#N/A,483.0831118,1026.46581,33.40942204,363.9231101,5.441736052,1.556595295,1.461186886,1.330062829,175.9022682,150.7452228,80.45433516,706.0863583,0.594368084,0.112893263,60.5966446,9.846934507,0.174377636,20.93549724,-0.134435118,29.23103033,128.402576,77.1295154,0.305589485
Z018E0145,#N/A,#N/A,453.0122435,906.1005906,13.63951142,353.2630638,5.529484474,0.061591679,-0.054839217,-0.123711219,176.2364854,124.2963256,71.90926265,668.9642808,0.229065415,0.000601486,60.49719329,10.19388625,0.169552948,24.76508465,0.906015303,35.91231405,115.0324543,85.00151247,0.579018912
Z018E0146,#N/A,#N/A,476.9979126,970.8132972,56.61103272,351.8844579,5.436479072,0.915876116,0.657319997,0.886117331,182.2523951,157.20811,78.02971315,737.6145661,0.611020289,-0.115287078,61.50761436,10.06135271,0.173647747,21.99420434,0.108647962,31.81572255,115.0668736,76.95262973,-0.114427525
Z018E0147,#N/A,#N/A,465.8447903,969.6176703,33.97104662,373.787545,5.66971477,-0.849084005,-0.725083248,-0.607598992,185.2385338,147.2516038,81.89526083,764.0705029,0.555388264,0.236852431,60.32775887,10.35078095,0.170325884,20.71115279,-0.82360799,28.67297405,108.8027662,77.61523548,-0.316020694
Z018E0148,#N/A,#N/A,476.9342746,952.5944094,46.41275415,369.2319157,5.570442028,0.469230849,0.225176458,0.727780572,176.2364854,148.3578823,85.76080852,663.0264988,-0.16394511,-0.182192849,59.36811505,10.65521123,0.173235079,21.85958204,-0.048829362,30.10804983,122.1474538,75.51945986,0.434297761
Z018E0149,#N/A,#N/A,484.1993785,1004.324449,21.73899086,342.8086356,5.36161125,0.505625401,0.108822076,-0.123711219,176.403594,148.9110215,81.89526083,727.7028632,0.238295311,0.086214248,60.52305238,9.618133195,0.170371795,22.45486123,-0.340977218,31.50316013,116.6622494,87.14968766,0.361055966
Z018E0150,#N/A,#N/A,471.4802433,957.0383089,18.58525722,340.4873092,5.428004649,1.049236874,0.47084463,1.443890785,180.8245259,170.5433541,89.83048417,741.2855672,0.425263401,0.387181156,61.28212777,10.12849812,0.171329857,21.12483125,-0.777220433,28.68595221,94.21517947,75.61199041,0.247135897
Z018E0151,#N/A,#N/A,479.9137776,972.0847914,34.09218527,347.7486401,5.461498959,0.05604443,-0.116197998,-0.342537341,175.2338338,124.019756,65.78881215,689.1573519,0.229532276,0.457536404,61.71605318,8.954754821,0.170571031,21.67565127,-0.365291373,30.24431542,102.3705847,71.32935257,0.466281614
